Category,Bahasa,Cleaned_Bahasa,Length,Count
spam,"MENDESAK! Kami mencoba menghubungi Anda. Pengundian akhir pekan lalu menunjukkan bahwa Anda telah memenangkan hadiah £900 DIJAMIN. Hubungi 09061701939. Kode klaim S89. Hanya berlaku 12 jam
",desak coba hubung undi pekan menang hadiah 900 jamin hubung 09061701939 kode klaim s89 laku 12 jam,98,17
ham,"Hai kawan, manakah cara terbaik untuk menghindari kesalahpahaman dengan orang yang kita cintai?
",hai kawan mana baik hindar kesalahpahaman orang cinta,53,8
ham,"Pelarian yang bagus. Saya suka jembatannya tetapi membutuhkan birnya. Sampai jumpa, tomo 
",lari bagus suka jembatan butuh bir jumpa tomo,45,8
ham,"Ya :) itu benar-benar sudah tidak berbentuk :) clark juga sama sekali tidak berguna.
",ya benar bentuk clark guna,26,5
ham,"Pak, saya butuh no rekening BANK AXIS dan alamat bank.
",butuh no rekening bank axis alamat bank,39,7
ham,"Hmmm.. Terima kasih pasti ada waktu untuk mampir dulu... Ya, bisa pergi 4 jam gratis sebentar... Muz hubungi kamu untuk berdiskusi liao... 
",hmmm terima kasih mampir ya pergi 4 jam gratis sebentar muz hubung diskus liao,78,14
ham,"Jam berapa kamu turun nanti? 
",jam turun,9,2
ham,"Sialan, tidak percaya kamu lupa nama keluargaku, Tuan. Saya akan memberi Anda petunjuk, itu bahasa Spanyol dan dimulai dengan ... 
",sial percaya lupa nama keluarga tuan tunjuk bahasa spanyol,58,9
ham,"Baiklah, aku akan menyelesaikan mandiku sekarang. Selamat...malam yang cerah.
",baik selesai mandi selamat malam cerah,38,6
ham,"Beri tahu saya jika Anda sudah mendapatkan uangnya agar carlos dapat menelepon
",uang carlos telepon,19,3
ham,"kamu masih pergi ke mal?
",pergi mal,9,2
ham,"Ternyata teman-temanku menginap sepanjang pertunjukan dan tidak akan kembali sampai ~ &lt;#&gt; , jadi silakan lanjutkan dan merokok $ &lt;#&gt;  bernilai
",teman inap tunjuk lt gt sila lanjut rokok  lt gt nila,53,11
ham,"Kirimkan pesan padanya. Jika dia tidak membalas, beri tahu saya agar saya dapat memintanya login
",kirim pesan balas minta login,29,5
ham,"Hai! Anda baru saja berbicara dengan MANEESHA V. Kami ingin tahu apakah Anda puas dengan pengalaman ini. Jawab Bebas Pulsa dengan Ya atau Tidak.
",hai bicara maneesha v puas alam bebas pulsa ya,46,9
ham,"Anda meningkatkan harapan saya dengan tawaran uang. saya sedang membutuhkan. Apalagi menjelang akhir bulan dan itu mengganggu belajar saya. Pokoknya selamat berakhir pekan gr8
",tingkat harap tawar uang butuh jelang ganggu ajar pokok selamat pekan gr8,73,12
ham,"haha tidak. Kamu bisa mempercayaiku.
",haha percaya,12,2
ham,"Oke. Saya seorang pria sejati dan akan memperlakukan Anda dengan bermartabat dan hormat.
",oke pria sejati laku martabat hormat,36,6
ham,"Dia akan melakukannya, kalian dekat?
",laku,4,1
ham,"Tidak terjadi apa-apa. Sampai jumpa
",apa jumpa,9,2
ham,"Halo tampan! Apakah Anda menemukan pekerjaan itu? Tidak malas? Berusaha mendapatkan kembali jaring itu untuk mumi? Di mana mainan anakku sekarang? Apakah dia merindukanku?
",halo tampan temu kerja malas usaha jaring mumi main anak rindu,62,11
ham,"Haha luar biasa, sampai di sana sebentar lagi
",haha sebentar,13,2
spam,"Silakan hubungi perwakilan layanan pelanggan kami di FREE Phone 0808 145 4742 antara pukul 09.00-23.00 karena Anda telah MENANGKAN jaminan uang tunai £1000 atau hadiah £5000!
",sila hubung wakil layan langgan free phone 0808 145 4742 09 00-23 00 menang jamin uang tunai 1000 hadiah 5000,109,20
ham,"Apakah Anda punya waktu radio Natal. Jika tidak, aku akan mendapatkannya sekarang
",radio natal dapat,17,3
ham,"Saya baru saja sampai di rumah. Aku pergi mandi dulu. Tapi kakakku menggunakan internet, beri tahu kamu kapan dia selesai ...
",rumah pergi mandi kakak internet selesai,40,6
spam,"Apakah Anda cukup unik? Cari tahu mulai 30 Agustus. www.areyouunique.co.uk
",unik cari 30 agustus www areyouunique co uk,43,8
ham,"Saya minta maaf. Saya telah bergabung dengan liga orang-orang yang tidak tetap berhubungan. Kamu sangat berarti bagiku. Anda telah menjadi teman sepanjang waktu bahkan dengan pengorbanan pribadi yang besar. Semoga minggumu menyenangkan.|
",maaf gabung liga orang hubung bagi teman korban pribadi moga minggu senang,74,12
ham,"Hai :) akhirnya saya menyelesaikan kursus :)
",hai selesai kursus,18,3
ham,"Itu akan berhenti dengan sendirinya. Namun saya menyarankan dia tinggal bersama seseorang yang bisa memberikan ors untuk setiap bangku.
",henti saran tinggal ors bangku,30,5
ham,"Apa kabarmu? Semoga Anda sudah siap untuk tahun ajaran baru. Hanya berharap harimu menyenangkan
",kabar moga ajar harap hari senang,33,6
ham,"Gud mrng sayang semoga harimu menyenangkan
",gud mrng sayang moga hari senang,32,6
ham,"Apakah kamu mengerti cerita orang itu?
",erti cerita orang,17,3
ham,"apakah hamstermu mati? Hei, jadi, aku bertemu denganmu jam 1 siang orchard mrt? 
",hamstermu mati hei temu dengan jam 1 siang orchard mrt,54,10
ham,"Hai, ini Kate, bagaimana malammu? Kuharap aku bisa bertemu denganmu besok sebentar tapi aku harus sayang sekali! Kirim SMS kembali jika Anda bisa. :) xxx
",hai kate malam harap temu dengan besok sebentar sayang kirim sms xxx,68,12
ham,"Ketemu, ENC &lt;#&gt; , dimana kamu berada?
",ketemu enc lt gt mana,21,5
ham,"Aku mengirimmu &lt;#&gt;  dolar
",kirim lt gt dolar,17,4
ham,"Halo sayang, aku sudah selesai kuliah sekarang, jadi kirim pesan padaku ketika kamu selesai jika kamu bisa mencintai Kate xxx
",halo sayang selesai kuliah kirim pesan pada selesai cinta kate xxx,66,11
ham,"Akun Anda telah berhasil diisi ulang sebesar INR &lt;DECIMAL&gt; . Saldo akun prabayar KeralaCircle Anda adalah Rs &lt;DECIMAL&gt; . ID Transaksi Anda adalah KR &lt;#&gt; .
",akun hasil isi ulang inr lt decimal gt saldo akun prabayar keralacircle rs lt decimal gt id transaksi kr lt gt,110,21
ham,"Selamat pagi tidur ga.
",selamat pagi tidur ga,21,4
ham,"Kamu panggil aku ganti jam 11 oke.
",panggil ganti jam 11 oke,24,5
ham,"Ü katakan sampai seperti itu saya tidak membeli ericsson oso tidak dapat memesannya...
",beli ericsson oso mes,21,4
ham,"Baiklah, itu benar
",baik,4,1
ham,"Tolong beri kami koneksi hari ini sebelum &lt;DECIMAL&gt;  atau mengembalikan tagihan
",tolong koneksi lt decimal gt kembali tagih,42,7
ham,"Keduanya :) Saya memotret dalam jumlah besar jadi bersiaplah!
",potret siap,11,2
ham,"Apa kabar bruv, semoga istirahatmu menyenangkan. Semoga semestermu menyenangkan.
",kabar bruv moga istirahat senang moga semester senang,53,8
ham,"Rumah agar kita selalu bisa ngobrol
",rumah ngobrol,13,2
ham,"K:)k:)bagus :)belajarlah dengan baik.
",k k bagus bajar,15,4
ham,"Yup... Bagaimana, tidak, leh...
",yup leh,7,2
ham,"Kedengarannya bagus! Apakah kamu di rumah sekarang?
",dengar bagus rumah,18,3
ham,"Akhirnya pertandingan menuju seri sesuai prediksi anda.
",tanding seri sesuai prediksi,28,4
ham,"Lelah. Saya belum tidur nyenyak beberapa malam terakhir.
",lelah tidur nyenyak malam,25,4
ham,"Gampang ah?sen terpilih berarti bagus..
",gampang ah sen pilih bagus,26,5
ham,"Saya harus mengikuti ujian pada 3 Maret
",ikut uji 3 maret,16,4
ham,"Ya, kamu harus melakukannya. Saya pikir Anda dapat menggunakan gt atm Anda sekarang untuk mendaftar. Tidak yakin, tetapi jika ada, saya dapat membantu, beri tahu saya. Namun ketika Anda melakukannya, pastikan Anda siap.
",ya laku pikir gt atm daftar bantu laku pasti,44,9
ham,"Oke, tidak masalah. Luangkan waktumu.
",oke luang waktu,15,3
ham,"Ada os bernama ubandu yang akan berjalan tanpa menginstal di hard disk...Anda dapat menggunakan os itu untuk menyalin file penting di sistem dan memberikannya ke bengkel..
",os nama ubandu jalan menginstal hard disk os salin file sistem beri bengkel,75,13
ham,"Kamu bilang leh... Tentu saja tidak terjadi apa-apa. Bukan bilang v romantis, hanya sedikit saja. Menurutku pemandangan malam ini kurang bagus leh.
",bilang leh apa bilang v romantis turut pandang malam bagus leh,62,11
spam,"500 Ponsel Baru Tahun 2004, WAJIB PERGI! Txt: NOKIA ke No: 89545 & ambil milik Anda hari ini!Mulai HANYA £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18
",500 ponsel 2004 wajib pergi txt nokia no 89545 ambil milik 1 www 4-tc biz 2optout 087187262701 50gbp mtmsg18,108,19
ham,"Akan sangat menghargai jika Anda menelepon saya. Hanya butuh seseorang untuk diajak bicara.
",harga telepon butuh ajak bicara,31,5
spam,"Akankah kamu segera bertemu dengan pasangan idamanmu? Apakah karier Anda baru saja dimulai? 2 cari tahu gratis, txt HORO diikuti dengan tanda bintang Anda, e. G. HORO ARIES
",temu pasang idam karier 2 cari gratis txt horo ikut tanda bintang e g horo aries,80,16
ham,"Hai perusahaan elama po mudyadhu.
",hai usaha elama po mudyadhu,27,5
ham,"Hidup lebih ketat dari pada guru... Karena Guru mengajarkan pelajaran &amp; kemudian melakukan ujian, Tapi Kehidupan terlebih dahulu melakukan Ujian &amp; kemudian mengajarkan Pelajaran. Selamat pagi. . .
",hidup ketat guru guru ajar ajar amp uji hidup uji amp ajar ajar selamat pagi,76,15
ham,"Sayang selamat pagi sekarang hanya aku yang bangun
",sayang selamat pagi bangun,26,4
ham,"Turun di gandhipuram dan berjalan ke persimpangan jalan. Sisi kanan &lt;#&gt; jalan jalan dan belok kanan pertama.
",turun gandhipuram jalan simpang jalan sisi kanan lt gt jalan jalan belok kanan,78,13
ham,"Sayang kita akan pergi ke tempat karet kita
",sayang pergi karet,18,3
ham,"Maaf baterainya habis, ya saya di sini
",maaf baterai habis ya,21,4
ham,"Ya :) di sini TV selalu tersedia di tempat kerja..
",ya tv sedia kerja,17,4
spam,"Kirim SMS & temui seseorang yang seksi hari ini. Kamu bisa mencari teman kencan atau bahkan menggodamu. Bergabunglah dengan 4 orang hanya dengan 10p. Balasan dengan NAMA & USIA misalnya Sam 25. 18 -msg recd@thirtyeight pence
",kirim sms temu seksi cari teman kencan goda gabung 4 orang 10p balas nama usia sam 25 18 -msg recd thirtyeight pence,116,22
ham,"Saya telah mencetaknya oh. Jadi &lt;#&gt;  ayo ke atas
",cetak oh lt gt ayo,18,5
ham,"Atau saya akan lebih dekat seperti di halte bus di jalan yang sama
",halte bus jalan,15,3
ham,"Dimana kamu? Kapan kamu sampai di sini?
",mana,4,1
ham,"Teori Baru: Argumen menang d SITUASI, tapi ORANGnya kalah. Jadi jangan berdebat dengan temanmu saja.. . . . tendang mereka &amp; katakan, aku selalu benar.!
",teori argumen menang d situasi orang kalah debat teman tendang amp,66,11
spam,"U 447801259231 punya pengagum rahasia yang sedang mencari 2 hubungi U-cari tahu siapa mereka R*ungkapkan siapa yang menganggap UR begitu istimewa hubungi 09058094597
",u 447801259231 kagum rahasia cari 2 hubung u-cari r ungkap anggap ur istimewa hubung 09058094597,96,15
ham,"Besok sidang terakhir di casing laptop saya jadi saya tidak bisa.
",besok sidang casing laptop,26,4
ham,"TOLONG TELPON SAYA V AVENT SELESAI SPORTSx
",tolong telpon v avent selesai sportsx,37,6
ham,"Oke. Tidak tidak, hanya bersinar saja. Itu dimaksudkan untuk ditandatangani, tapi kedengarannya lebih baik.
",oke sinar ditandatangani dengar,31,4
ham,"Meskipun aku sudah bilang padamu bahwa aku menyukai jam tangan Baig Face sekarang tapi aku sangat suka jam tangan yang kamu berikan karena itu buah darimu. Terima kasih atas semua yang telah kamu lakukan hari ini, aku tersentuh...
",bilang pada suka jam tangan baig face suka jam tangan buah dari terima kasih laku sentuh,88,16
ham,"Kamu tidak ingat iklan lama itu?
",iklan,5,1
ham,"Terlambat. Aku bilang aku punya situs webnya. Saya tidak punya atau tidak punya sandal
",lambat bilang situs webnya sandal,33,5
ham,"Aku memintamu untuk meneleponnya sekarang, oke
",minta telepon oke,17,3
ham,"Kallis tidak akan memukul di inning ke-2.
",kallis pukul inning ke-2,24,4
ham,"Itu tidak berhasil lagi oh. Oke selamat malam kalau begitu. Saya akan memperbaikinya dan menyiapkannya saat Anda bangun. Anda sangat dirindukan, selamat tidur malam yang nyenyak.
",hasil oh oke selamat malam baik siap bangun rindu selamat tidur malam nyenyak,77,13
spam,"Selamat, Anda mendapatkan 500 voucher CD atau jaminan 125 hadiah & Entri gratis 2 undian 100 minggu txt MUSIK ke 87066 TnCs www.Ldew.com1win150ppmx3age16
",selamat 500 voucher cd jamin 125 hadiah entri gratis 2 undi 100 minggu txt musik 87066 tncs www ldew com1win150ppmx3age16,121,20
ham,"Ranjith cal drpd Deeraj dan deepak 5 menit tahan
",ranjith cal drpd deeraj deepak 5 menit tahan,44,8
ham,"Wen kekasihmu karena marah padamu, jangan menganggapnya serius.. Karena marah adalah cara yang paling kekanak-kanakan dan benar untuk menunjukkan kasih sayang yang mendalam, perhatian dan cinta!.. kettoda manda... Semoga harimu menyenangkan da.
",wen kasih marah pada anggap serius marah kekanak-kanakan kasih sayang dalam perhati cinta kettoda manda moga hari senang da,123,19
ham,"Apa yang kamu lakukan? apa kabarmu?
",laku kabar,10,2
ham,"Ups yang 3 hari juga, dan perusahaan pelayaran yang memakan waktu 2 minggu. Cara lainnya adalah usps yang memakan waktu seminggu tetapi ketika lag Anda mungkin harus menyuap nipost untuk mendapatkan barang Anda.
",ups 3 usaha layar makan 2 minggu usps makan minggu lag suap nipost barang,73,14
ham,"Saya kembali, beri tahu saya jika Anda sudah siap
",,0,0
ham,"Namun, jangan berharap hal itu selesai sebelum Anda kembali karena saya baru saja keluar
",harap selesai,13,2
ham,"Mmm enak sekali sayang... Sentakan yang bagus untuk suzy
",mmm enak sayang senta bagus suzy,32,6
ham,"Dimana kamu kekasih? aku membutuhkanmu...
",mana kasih butuh,16,3
spam,"Kami mencoba menghubungi Anda mengenai balasan Anda atas tawaran Handset Video kami? 750 kapan saja jaringan menit? TEKS TANPA BATAS? Kamera perekam? Balas atau hubungi 08000930705 SEKARANG
",coba hubung balas tawar handset video 750 jaring menit teks batas kamera rekam balas hubung 08000930705,103,16
ham,"Saya parkir di sebelah MINI!!!! Menurutmu kapan kamu akan masuk hari ini?
",parkir belah mini turut masuk,29,5
ham,"Ya
",ya,2,1
ham,"Pokoknya aku akan berbelanja sendiri sekarang. Karena kakakku belum selesai. Jangan ganggu kamu liao.
",pokok belanja kakak selesai ganggu liao,39,6
ham,"TIDAK SAYA. DI LUTON 0125698789 HUBUNGI SAYA JIKA ANDA DI SEKITAR! H*
",luton 0125698789 hubung h,25,4
spam,"Hei, aku benar-benar terangsang, ingin ngobrol atau melihatku telanjang, SMS hot ke 69698, SMS dikenakan biaya pada jam 150 malam untuk berhenti berlangganan, SMS berhenti 69698
",hei benar rangsang ngobrol lihat telanjang sms hot 69698 sms kena biaya jam 150 malam henti langgan sms henti 69698,115,20
ham,"Kenapa kamu tidak ikut dengan kami.
",,0,0
ham,"Sama. Ingin merencanakan perjalanan suatu saat nanti
",rencana jalan,13,2
ham,"Belum yakin, masih berusaha menghubunginya
",usaha hubung,12,2
spam,"Layanan nada dering Anda telah berubah! 25 kredit gratis! Kunjungi club4mobiles.com untuk memilih konten sekarang! Berhenti? txt CLUB STOP ke 87070. 150p/minggu Club4 PO Box1146 MK45 2WT
",layan nada dering ubah 25 kredit gratis kunjung club4mobiles com pilih konten henti txt club stop 87070 150p minggu club4 po box1146 mk45 2wt,141,24
ham,"Evo. Saya hanya perlu mengunduh flash. Cemburu?
",evo unduh flash cemburu,23,4
spam,"Klub Nada Dering: Dapatkan tangga lagu single Inggris di ponsel Anda setiap minggu dan pilih nada dering berkualitas tinggi! Pesan ini tidak dipungut biaya.
",klub nada dering dapat tangga lagu single inggris ponsel minggu pilih nada dering kualitas pesan pungut biaya,109,17
ham,"Datanglah ke mu, kami sedang membereskan situasi narkotika kami
",datang mu beres situasi narkotika,33,5
ham,"Malam telah berakhir untuk hari berikutnya, pagi telah datang dengan cara yang istimewa. Semoga kau tersenyum bagaikan sinar mentari dan meninggalkan kekhawatiranmu di teluk biru yang biru.
",malam pagi istimewa moga kau senyum sinar mentari tinggal khawatir teluk biru biru,82,13
spam,"BONUS HMV KHUSUS 500 pon voucher HMV asli untuk dimenangkan. Jawab saja 4 pertanyaan mudah. Mainkan Sekarang! Kirim HMV ke 86688 Info lebih lanjut:www.100percent-real.com
",bonus hmv khusus 500 pon voucher hmv asli menang 4 mudah main kirim hmv 86688 info www 100percent-real com,106,19
ham,"Usf kira-kira, sekalian saja bawa 1 mobil
",usf bawa 1 mobil,16,4
ham,"Tidak ada keberatan. Pacarku tidak datang.
",berat pacar,11,2
ham,"Terima kasih...
",terima kasih,12,2
ham,"Suruh rob untuk memukul pacarnya di teater
",suruh rob pukul pacar teater,28,5
ham,"Luar biasa, sampai jumpa lagi
",jumpa,5,1
ham,"Baru saja mengirimkannya. Jadi jenis makanan apa yang kamu suka?
",kirim jenis makan suka,22,4
ham,"Semua selesai? Semua diserahkan? Perayaan sudah berjalan lancar?
",selesai serah raya jalan lancar,31,5
ham,"Anda dipanggil alat?
",panggil alat,12,2
ham,"""Saat kamu rindu seseorang, orang itu pasti spesial buatmu..... Tapi kalau orang itu begitu spesial, ngapain kangen, Keep-in-touch aja"" gdeve..
",rindu orang spesial buat orang spesial ngapain kangen keep-in-touch aja gdeve,77,11
ham,"Oke. Saya meminta uang seberapa jauh
",oke uang,8,2
ham,"Oke...
",oke,3,1
ham,"Ya, menurutku cowok biasa masih pingsan sejak tadi malam, jika kamu menghubungi seseorang, beri tahu aku dan aku akan melemparnya.
",ya turut cowok pingsan malam hubung lempar,42,7
ham,"K, aku mungkin akan datang malam ini kalau kelasku pulang lebih awal
",k malam kelas pulang,20,4
ham,"Oke..
",oke,3,1
ham,"hai sayang, aku sedang berlayar dengan teman perempuanku, ada apa denganmu? telepon aku dan jam di rumah jika tidak apa-apa atau telepon aku di telepon ini sekarang cintai jenny xxx
",hai sayang layar teman perempuan dengan telepon jam rumah apa telepon telepon cinta jenny xxx,93,15
ham,"Hidupku Berarti Bagiku, Bukan Karena Aku Mencintai Hidupku, Tapi Karena Aku Mencintai Orang-orang Dalam Hidupku, Dunia Menyebut Mereka Sahabat, Aku Menyebut Mereka Duniaku :-).. Ge :-)..
",hidup bagi cinta hidup cinta orang hidup dunia sebut sahabat sebut dunia - ge -,79,15
ham,"Yang terhormat, akan mengirimkan tonite. sibuk di jalan, akan mengabari Anda tonite. semuanya terlihat baik-baik saja.varunnathu edukkukayee raksha ollu.tapi bagus dalam arti sebenarnya.
",hormat kirim tonite sibuk jalan abar tonite baik varunnathu edukkukayee raksha ollu bagus arti,94,14
ham,"Hei kamu memberitahukan namamu pada gautham ah?
",hei memberitahukan nama gautham ah,34,5
ham,"Apakah kamu menemukannya? Saya merasa sangat bodoh karena v cam berfungsi.
",temu bodoh v cam fungsi,23,5
ham,"Ups. 4 mendapat bagian itu.
",ups 4,5,2
ham,"Apakah kamu terlalu sibuk?
",sibuk,5,1
ham,"Saya tidak sengaja menghapus pesan itu. Tolong kirim ulang.
",sengaja hapus pesan tolong kirim ulang,38,6
spam,"Pelanggan T-Mobile Anda sekarang dapat mengklaim peningkatan TELEPON KAMERA GRATIS & kartu sim bayar & pergi untuk kesetiaan Anda. Hubungi 0845 021 3680. Penawaran berakhir 28 Februari. Syarat & Ketentuan berlaku
",langgan t-mobile klaim tingkat telepon kamera gratis kartu sim bayar pergi setia hubung 0845 021 3680 tawar 28 februari syarat tentu laku,137,22
ham,"Kecuali jika situasi dimana YOU GO GURL lebih tepat
",kecuali situasi mana you go gurl,32,6
