Message,Category,Message_Length,Word_Count,Bahasa
"Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p
",spam,163,28,"Ingin 2 bercinta malam ini? Ingin lokasi Dogging asli dikirim langsung ke 2 gerombolan Anda? Bergabunglah dengan Jaringan Dogging terbesar di Inggris dengan Txting GRAVEL ke 69888! tidak. ec2a. 31p.msg@150p
"
"I only haf msn. It's yijue@hotmail.com
",ham,39,6,"Saya hanya punya satu msn. Ini yijue@hotmail.com
"
"He is there. You call and meet him
",ham,35,8,"Dia ada di sana. Anda menelepon dan menemuinya
"
"No no. I will check all rooms befor activities
",ham,47,9,"Tidak, tidak. Saya akan memeriksa semua ruangan sebelum beraktivitas
"
"You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again
",spam,156,32,"Anda tidak akan menerima pesan apa pun lagi dari obrolan svc. Untuk layanan Tegar GRATIS, SMS BUKA ke: 69988 Jika Anda tidak mendapatkan apa pun, Anda harus Verifikasi Usia dengan jaringan Anda & coba lagi
"
"Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...
",ham,86,20,"Punya c... Aku malas mengetik... Aku lupa ü di lect... Aku melihat sebuah kantong tapi sepertinya tidak bagus...
"
"K, text me when you're on the way
",ham,34,8,"K, kirimi aku pesan saat kamu dalam perjalanan
"
"Sir, Waiting for your mail.
",ham,28,5,"Pak, Menunggu surat Anda.
"
"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8
",ham,157,26,"Swt berpikir: ""Jangan pernah bosan melakukan hal-hal kecil 4 orang yang dicintai.."" Karena..terkadang hal-hal kecil itu menempati bagian terbesar di Hati mereka.. Gud ni8
"
"I know you are. Can you pls open the back?
",ham,43,10,"Aku tahu kamu memang begitu. Bisakah Anda membuka bagian belakangnya?
"
"Yes see ya not on the dot
",ham,26,7,"Ya sampai jumpa, jangan langsung
"
"Whats the staff name who is taking class for us?
",ham,49,10,"Siapa nama staf yang mengambil kelas untuk kita?
"
"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end
",spam,160,29,"FreeMsg Kenapa kamu belum membalas SMSku? Saya Randy, seksi, perempuan dan tinggal lokal. Senang mendengar kabar darimu. Netcollex Ltd 08700621170150p per pesan balasan Berhenti untuk mengakhiri
"
"Ummma.will call after check in.our life will begin from qatar so pls pray very hard.
",ham,85,15,"Ummma.akan menelepon setelah check-in. hidup kita akan dimulai dari qatar jadi mohon berdoa dengan sungguh-sungguh.
"
"K..i deleted my contact that why?
",ham,34,6,"K..saya menghapus kontak saya, itu sebabnya?
"
"Sindu got job in birla soft ..
",ham,31,7,"Sindu mendapat pekerjaan di birla soft ..
"
"The wine is flowing and i'm i have nevering..
",ham,46,9,"Anggurnya mengalir dan aku belum pernah..
"
"Yup i thk cine is better cos no need 2 go down 2 plaza mah.
",ham,60,15,"Yup menurutku filmnya lebih bagus karena tidak perlu 2 turun 2 plaza mah.
"
"Ok... Ur typical reply...
",ham,26,4,"Oke... Balasan khas Anda...
"
"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.
",ham,385,80,"Kamu ada dimana-mana di tanah, di lantai, di jendela, bahkan di bajuku. Dan terkadang saat aku membuka mulut, hanya kamulah yang keluar. Aku memimpikan duniaku tanpamu, lalu separuh tugasku pun tersingkir. Saat yang menyenangkan bagi saya, banyak acara TV yang akan saya tonton. Tapi menurutku, seperti semua hal, kamu pasti ada, seperti hujan, hujan es, dan kabut, dan ketika waktuku di sini selesai, kamu dan aku menjadi satu.
"
"Aaooooright are you at work?
",ham,29,5,"Aaoooo benarkah kamu sedang bekerja?
"
"I'm leaving my house now...
",ham,28,5,"aku akan meninggalkan rumahku sekarang...
"
"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?
",ham,158,33,"Halo sayangku. Apa yang sedang kamu lakukan? Apakah Anda menghadiri wawancara itu hari ini? Apakah kamu bahagia? Apakah kamu menjadi anak yang baik? Apakah kamu memikirkanku? Apakah kamu merindukanku?
"
"Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery
",spam,125,19,"Pengumuman layanan pelanggan. Anda memiliki kiriman Tahun Baru yang menunggu Anda. Silakan hubungi 07046744435 sekarang untuk mengatur pengiriman
"
"You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
",spam,146,27,"Anda adalah pemenang Anda telah dipilih secara khusus 2 menerima uang tunai £1000 atau liburan 4* (penerbangan inc) berbicara dengan operator langsung 2 klaim 0871277810810
"
"Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life
",ham,116,24,"Jaga dirimu tetap aman untukku karena aku membutuhkanmu dan aku sudah merindukanmu dan aku iri pada semua orang yang melihatmu di kehidupan nyata
"
"New car and house for my parents.:)i have only new job in hand:)
",ham,65,13,"Mobil dan rumah baru untuk orang tua saya. :) Saya hanya punya pekerjaan baru :)
"
"I'm so in love with you. I'm excited each day i spend with you. You make me so happy.
",ham,86,19,"Aku sangat mencintaimu. Aku senang setiap hari yang kuhabiskan bersamamu. Kamu membuatku sangat bahagia.
"
"-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468
",spam,153,24,"-PLS STOP bootydelious (32/P) mengundang Anda untuk menjadi temannya. Jawab YA-434 atau TIDAK-434 Lihat dia: www.SMS.ac/u/bootydelious STOP? Kirim STOP FRND ke 62468
"
"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu
",spam,156,30,"BangBabes Pesanan Anda sedang dikirim. Anda HARUS menerima Pesan Layanan 2 mengunduh konten Anda. Jika tidak, GoTo wap. bangb. tv di menu internet/layanan seluler Anda
"
"I place all ur points on e cultures module already.
",ham,52,10,"Saya sudah menempatkan semua poin Anda pada modul e-culture.
"
"URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only
",spam,157,27,"MENDESAK! Kami mencoba menghubungi Anda. Pengundian akhir pekan lalu menunjukkan bahwa Anda telah memenangkan hadiah £900 DIJAMIN. Hubungi 09061701939. Kode klaim S89. Hanya berlaku 12 jam
"
"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?
",ham,75,13,"Hai kawan, manakah cara terbaik untuk menghindari kesalahpahaman dengan orang yang kita cintai?
"
"Great escape. I fancy the bridge but needs her lager. See you tomo 
",ham,68,13,"Pelarian yang bagus. Saya suka jembatannya tetapi membutuhkan birnya. Sampai jumpa, tomo 
"
"Yes :)it completely in out of form:)clark also utter waste.
",ham,60,10,"Ya :) itu benar-benar sudah tidak berbentuk :) clark juga sama sekali tidak berguna.
"
"Sir, I need AXIS BANK account no and bank address.
",ham,51,10,"Pak, saya butuh no rekening BANK AXIS dan alamat bank.
"
"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... 
",ham,95,20,"Hmmm.. Terima kasih pasti ada waktu untuk mampir dulu... Ya, bisa pergi 4 jam gratis sebentar... Muz hubungi kamu untuk berdiskusi liao... 
"
"What time you coming down later? 
",ham,34,6,"Jam berapa kamu turun nanti? 
"
"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... 
",ham,106,21,"Sialan, tidak percaya kamu lupa nama keluargaku, Tuan. Saya akan memberi Anda petunjuk, itu bahasa Spanyol dan dimulai dengan ... 
"
"Well, i'm gonna finish my bath now. Have a good...fine night.
",ham,62,11,"Baiklah, aku akan menyelesaikan mandiku sekarang. Selamat...malam yang cerah.
"
"Let me know when you've got the money so carlos can make the call
",ham,66,14,"Beri tahu saya jika Anda sudah mendapatkan uangnya agar carlos dapat menelepon
"
"U still going to the mall?
",ham,27,6,"kamu masih pergi ke mal?
"
"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth
",ham,147,30,"Ternyata teman-temanku menginap sepanjang pertunjukan dan tidak akan kembali sampai ~ &lt;#&gt; , jadi silakan lanjutkan dan merokok $ &lt;#&gt;  bernilai
"
"Text her. If she doesnt reply let me know so i can have her log in
",ham,67,16,"Kirimkan pesan padanya. Jika dia tidak membalas, beri tahu saya agar saya dapat memintanya login
"
"Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
",ham,127,25,"Hai! Anda baru saja berbicara dengan MANEESHA V. Kami ingin tahu apakah Anda puas dengan pengalaman ini. Jawab Bebas Pulsa dengan Ya atau Tidak.
"
"You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend
",ham,160,31,"Anda meningkatkan harapan saya dengan tawaran uang. saya sedang membutuhkan. Apalagi menjelang akhir bulan dan itu mengganggu belajar saya. Pokoknya selamat berakhir pekan gr8
"
"Lol no. U can trust me.
",ham,24,6,"haha tidak. Kamu bisa mempercayaiku.
"
"ok. I am a gentleman and will treat you with dignity and respect.
",ham,66,13,"Oke. Saya seorang pria sejati dan akan memperlakukan Anda dengan bermartabat dan hormat.
"
"He will, you guys close?
",ham,25,5,"Dia akan melakukannya, kalian dekat?
"
"Going on nothing great.bye
",ham,27,4,"Tidak terjadi apa-apa. Sampai jumpa
"
"Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?
",ham,153,32,"Halo tampan! Apakah Anda menemukan pekerjaan itu? Tidak malas? Berusaha mendapatkan kembali jaring itu untuk mumi? Di mana mainan anakku sekarang? Apakah dia merindukanku?
"
"Haha awesome, be there in a minute
",ham,35,7,"Haha luar biasa, sampai di sana sebentar lagi
"
"Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
",spam,148,24,"Silakan hubungi perwakilan layanan pelanggan kami di FREE Phone 0808 145 4742 antara pukul 09.00-23.00 karena Anda telah MENANGKAN jaminan uang tunai £1000 atau hadiah £5000!
"
"Have you got Xmas radio times. If not i will get it now
",ham,56,13,"Apakah Anda punya waktu radio Natal. Jika tidak, aku akan mendapatkannya sekarang
"
"I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...
",ham,89,19,"Saya baru saja sampai di rumah. Aku pergi mandi dulu. Tapi kakakku menggunakan internet, beri tahu kamu kapan dia selesai ...
"
"Are you unique enough? Find out from 30th August. www.areyouunique.co.uk
",spam,73,10,"Apakah Anda cukup unik? Cari tahu mulai 30 Agustus. www.areyouunique.co.uk
"
"I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|
",ham,186,38,"Saya minta maaf. Saya telah bergabung dengan liga orang-orang yang tidak tetap berhubungan. Kamu sangat berarti bagiku. Anda telah menjadi teman sepanjang waktu bahkan dengan pengorbanan pribadi yang besar. Semoga minggumu menyenangkan.|
"
"Hi :)finally i completed the course:)
",ham,38,6,"Hai :) akhirnya saya menyelesaikan kursus :)
"
"It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.
",ham,112,22,"Itu akan berhenti dengan sendirinya. Namun saya menyarankan dia tinggal bersama seseorang yang bisa memberikan ors untuk setiap bangku.
"
"How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day
",ham,93,19,"Apa kabarmu? Semoga Anda sudah siap untuk tahun ajaran baru. Hanya berharap harimu menyenangkan
"
"Gud mrng dear hav a nice day
",ham,29,7,"Gud mrng sayang semoga harimu menyenangkan
"
"Did u got that persons story
",ham,29,6,"Apakah kamu mengerti cerita orang itu?
"
"is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? 
",ham,65,14,"apakah hamstermu mati? Hei, jadi, aku bertemu denganmu jam 1 siang orchard mrt? 
"
"Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx
",ham,132,30,"Hai, ini Kate, bagaimana malammu? Kuharap aku bisa bertemu denganmu besok sebentar tapi aku harus sayang sekali! Kirim SMS kembali jika Anda bisa. :) xxx
"
"Found it, ENC  &lt;#&gt; , where you at?
",ham,41,8,"Ketemu, ENC &lt;#&gt; , dimana kamu berada?
"
"I sent you  &lt;#&gt;  bucks
",ham,29,5,"Aku mengirimmu &lt;#&gt;  dolar
"
"Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx
",ham,85,18,"Halo sayang, aku sudah selesai kuliah sekarang, jadi kirim pesan padaku ketika kamu selesai jika kamu bisa mencintai Kate xxx
"
"Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .
",ham,175,26,"Akun Anda telah berhasil diisi ulang sebesar INR &lt;DECIMAL&gt; . Saldo akun prabayar KeralaCircle Anda adalah Rs &lt;DECIMAL&gt; . ID Transaksi Anda adalah KR &lt;#&gt; .
"
"Goodmorning sleeping ga.
",ham,25,3,"Selamat pagi tidur ga.
"
"U call me alter at 11 ok.
",ham,26,7,"Kamu panggil aku ganti jam 11 oke.
"
"Ü say until like dat i dun buy ericsson oso cannot oredi lar...
",ham,64,13,"Ü katakan sampai seperti itu saya tidak membeli ericsson oso tidak dapat memesannya...
"
"Aight yo, dats straight dogg
",ham,29,5,"Baiklah, itu benar
"
"You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill
",ham,87,13,"Tolong beri kami koneksi hari ini sebelum &lt;DECIMAL&gt;  atau mengembalikan tagihan
"
"Both :) i shoot big loads so get ready!
",ham,40,9,"Keduanya :) Saya memotret dalam jumlah besar jadi bersiaplah!
"
"What's up bruv, hope you had a great break. Do have a rewarding semester.
",ham,74,14,"Apa kabar bruv, semoga istirahatmu menyenangkan. Semoga semestermu menyenangkan.
"
"Home so we can always chat
",ham,27,6,"Rumah agar kita selalu bisa ngobrol
"
"K:)k:)good:)study well.
",ham,24,2,"K:)k:)bagus :)belajarlah dengan baik.
"
"Yup... How ü noe leh...
",ham,24,5,"Yup... Bagaimana, tidak, leh...
"
"Sounds great! Are you home now?
",ham,32,6,"Kedengarannya bagus! Apakah kamu di rumah sekarang?
"
"Finally the match heading towards draw as your prediction.
",ham,59,9,"Akhirnya pertandingan menuju seri sesuai prediksi anda.
"
"Tired. I haven't slept well the past few nights.
",ham,49,9,"Lelah. Saya belum tidur nyenyak beberapa malam terakhir.
"
"Easy ah?sen got selected means its good..
",ham,42,7,"Gampang ah?sen terpilih berarti bagus..
"
"I have to take exam with march 3
",ham,33,8,"Saya harus mengikuti ujian pada 3 Maret
"
"Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.
",ham,160,35,"Ya, kamu harus melakukannya. Saya pikir Anda dapat menggunakan gt atm Anda sekarang untuk mendaftar. Tidak yakin, tetapi jika ada, saya dapat membantu, beri tahu saya. Namun ketika Anda melakukannya, pastikan Anda siap.
"
"Ok no prob. Take ur time.
",ham,26,6,"Oke, tidak masalah. Luangkan waktumu.
"
"There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..
",ham,162,30,"Ada os bernama ubandu yang akan berjalan tanpa menginstal di hard disk...Anda dapat menggunakan os itu untuk menyalin file penting di sistem dan memberikannya ke bengkel..
"
"U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.
",ham,120,26,"Kamu bilang leh... Tentu saja tidak terjadi apa-apa. Bukan bilang v romantis, hanya sedikit saja. Menurutku pemandangan malam ini kurang bagus leh.
"
